customer_last_name,film_list
FREEMAN,"ANONYMOUS HUMAN,BONNIE HOLOCAUST,BREAKFAST GOLDFINGER,BROTHERHOOD BLANKET,CLUELESS BUCKET,COMANCHEROS ENEMY,CONNECTICUT TRAMP,CONTACT ANONYMOUS,DANCING FEVER,DATE SPEED,HILLS NEIGHBORS,JEKYLL FROGMEN,JUMPING WRATH,LEAGUE HELLFIGHTERS,LOVE SUICIDES,OSCAR GOLD,SALUTE APOLLO,SCARFACE BANG,SCISSORHANDS SLUMS,SHAKESPEARE SADDLE,SIMON NORTH,STALLION SUNDANCE,TIGHTS DAWN,VAMPIRE WHALE"
FULLER,"ARIZONA BANG,CAUSE DATE,CENTER DINOSAUR,CHAMBER ITALIAN,CHRISTMAS MOONSHINE,COMMAND DARLING,COMMAND DARLING,CRUSADE HONEY,DUDE BLINDNESS,ENCINO ELF,EVERYONE CRAFT,FEATHERS METAL,FEUD FROGMEN,HANGING DEEP,IDOLS SNATCHERS,LION UNCUT,PITTSBURGH HUNCHBACK,SHIP WONDERLAND,SPIKING ELEMENT,STAGE WORLD,TAXI KICK,TRAP GUYS,UNBREAKABLE KARATE,UPRISING UPTOWN,WESTWARD SEABISCUIT,WONKA SEA"
FULTZ,"CLOCKWORK PARADISE,COMA HEAD,CONFUSED CANDLES,CONGENIALITY QUEST,CUPBOARD SINNERS,DANGEROUS UPTOWN,DANGEROUS UPTOWN,ESCAPE METROPOLIS,GLASS DYING,GROOVE FICTION,IMPOSSIBLE PREJUDICE,KISS GLORY,KISSING DOLLS,LOSE INCH,MARS ROMAN,PAJAMA JAWBREAKER,PET HAUNTING,REMEMBER DIARY,REQUIEM TYCOON,SABRINA MIDNIGHT,SHIP WONDERLAND,SMOOCHY CONTROL,STAMPEDE DISTURBING,STING PERSONAL,SUSPECTS QUILLS,TORQUE BOUND,UNITED PILOT,VAMPIRE WHALE,VIRGINIAN PLUTO,VOLCANO TEXAS"
GAFFNEY,"ANNIE IDENTITY,BIRD INDEPENDENCE,BRANNIGAN SUNRISE,CLYDE THEORY,CONFESSIONS MAGUIRE,CONFIDENTIAL INTERVIEW,CUPBOARD SINNERS,GRAPES FURY,HIGHBALL POTTER,INTENTIONS EMPIRE,LADY STAGE,LION UNCUT,LOCK REAR,POCUS PULP,PREJUDICE OLEANDER,SPINAL ROCKY,SWEETHEARTS SUSPECTS,SWEETHEARTS SUSPECTS,TALENTED HOMICIDE,TAXI KICK,THEORY MERMAID,TOOTSIE PILOT,TUXEDO MILE,WESTWARD SEABISCUIT"
GAITHER,"BINGO TALENTED,CHITTY LOCK,CHOCOLAT HARRY,COAST RAINBOW,DETECTIVE VISION,DETECTIVE VISION,DETECTIVE VISION,FLASH WARS,HOLY TADPOLE,INSIDER ARIZONA,KNOCK WARLOCK,LIAISONS SWEET,MOONWALKER FOOL,MUSCLE BRIGHT,NOON PAPI,POSEIDON FOREVER,PRIMARY GLASS,QUILLS BULL,REDEMPTION COMFORTS,RUSH GOODFELLAS,SHAKESPEARE SADDLE,SLUMS DUCK,STATE WASTELAND,STONE FIRE,TRIP NEWTON,WHISPERER GIANT,WRATH MILE,WYOMING STORM"
GAMEZ,"AGENT TRUMAN,ALADDIN CALENDAR,BREAKFAST GOLDFINGER,CAMELOT VACATION,CAMELOT VACATION,CARRIE BUNCH,CONGENIALITY QUEST,DOCTOR GRAIL,EGG IGBY,FANTASY TROOPERS,FEUD FROGMEN,GILMORE BOILED,HALF OUTFIELD,HOBBIT ALIEN,HORROR REIGN,IGBY MAKER,METROPOLIS COMA,MICROCOSMOS PARADISE,MILE MULAN,MOURNING PURPLE,OPERATION OPERATION,OSCAR GOLD,PELICAN COMFORTS,POTTER CONNECTICUT,QUEST MUSSOLINI,RANDOM GO,ROOTS REMEMBER,SUGAR WONKA,VOYAGE LEGALLY,WOMEN DORADO"
GANDY,"ATTRACTION NEWTON,BRIDE INTRIGUE,CABIN FLASH,CURTAIN VIDEOTAPE,CYCLONE FAMILY,DOUBLE WRATH,FANTASIA PARK,KNOCK WARLOCK,PINOCCHIO SIMON,POND SEATTLE,RAGE GAMES,ROCKETEER MOTHER,ROUGE SQUAD,STEEL SANTA,SWEETHEARTS SUSPECTS,USUAL UNTOUCHABLES,WITCHES PANIC"
GANNON,"ARMAGEDDON LOST,BAKED CLEOPATRA,BLINDNESS GUN,CONEHEADS SMOOCHY,CORE SUIT,DINOSAUR SECRETARY,ESCAPE METROPOLIS,FINDING ANACONDA,FREDDY STORM,GALAXY SWEETHEARTS,GREATEST NORTH,HIGHBALL POTTER,HOMICIDE PEACH,HONEY TIES,IRON MOON,ITALIAN AFRICAN,JEKYLL FROGMEN,LIES TREATMENT,MAIDEN HOME,NATIONAL STORY,NEWTON LABYRINTH,SAVANNAH TOWN,SCARFACE BANG,SHREK LICENSE,SILENCE KANE,SWEET BROTHERHOOD,TORQUE BOUND,TREATMENT JEKYLL,UNITED PILOT,ZOOLANDER FICTION"
GARCIA,"ALADDIN CALENDAR,BANGER PINOCCHIO,CONFESSIONS MAGUIRE,CONFIDENTIAL INTERVIEW,CUPBOARD SINNERS,CURTAIN VIDEOTAPE,DANCING FEVER,EARTH VISION,GIANT TROOPERS,HILLS NEIGHBORS,HOPE TOOTSIE,HYDE DOCTOR,INSTINCT AIRPORT,MUSKETEERS WAIT,OPEN AFRICAN,PINOCCHIO SIMON,ROLLERCOASTER BRINGING,SECRETS PARADISE,WAIT CIDER,WIFE TURN,YENTL IDAHO,YENTL IDAHO"
GARDINER,"CONGENIALITY QUEST,DETECTIVE VISION,DIRTY ACE,ELEPHANT TROJAN,EXORCIST STING,FIGHT JAWBREAKER,FORRESTER COMANCHEROS,GIANT TROOPERS,GROUNDHOG UNCUT,HEAVENLY GUN,HOLES BRANNIGAN,HOUSE DYNAMITE,KNOCK WARLOCK,LOVERBOY ATTACKS,MADISON TRAP,MAIDEN HOME,MINE TITANS,MIRACLE VIRTUAL,MOONSHINE CABIN,NOVOCAINE FLIGHT,OUTLAW HANKY,PANKY SUBMARINE,ROSES TREASURE,RUSH GOODFELLAS,RUSH GOODFELLAS,SINNERS ATLANTIS,SLACKER LIAISONS,SLUMS DUCK,SPEED SUIT,STORY SIDE,TIGHTS DAWN,TURN STAR"
GARDNER,"ALONE TRIP,ANACONDA CONFESSIONS,BAKED CLEOPATRA,BALLROOM MOCKINGBIRD,COMA HEAD,CONFESSIONS MAGUIRE,DRAGON SQUAD,EXPENDABLE STALLION,JADE BUNCH,JASON TRAP,JUMPING WRATH,MATRIX SNOWMAN,NONE SPIKING,SCALAWAG DUCK,SPLENDOR PATTON,WEST LION"
GARRETT,"BASIC EASY,BILKO ANONYMOUS,BIRDS PERDITION,CELEBRITY HORN,CONEHEADS SMOOCHY,DETECTIVE VISION,DOORS PRESIDENT,ENEMY ODDS,LABYRINTH LEAGUE,LIAISONS SWEET,MARRIED GO,MILLION ACE,NIGHTMARE CHILL,NOON PAPI,SANTA PARIS,SPARTACUS CHEAPER,STRANGELOVE DESIRE,SWARM GOLD,SWEETHEARTS SUSPECTS,TOMATOES HELLFIGHTERS,WYOMING STORM"
GARZA,"ADAPTATION HOLES,ARMY FLINTSTONES,ATLANTIS CAUSE,BILL OTHERS,BLACKOUT PRIVATE,CRUSADE HONEY,EVERYONE CRAFT,FREDDY STORM,GILMORE BOILED,GOLDFINGER SENSIBILITY,LOVE SUICIDES,NEWTON LABYRINTH,SHOCK CABIN,SMOKING BARBARELLA,SPEAKEASY DATE,SPLENDOR PATTON,STRAIGHT HOURS,SUMMER SCARFACE,TORQUE BOUND,TOWN ARK,TRAMP OTHERS,WONDERFUL DROP"
GAVIN,"BROOKLYN DESERT,CARIBBEAN LIBERTY,CHAMPION FLATLINERS,CLEOPATRA DEVIL,CRAZY HOME,EDGE KISSING,FORWARD TEMPLE,FREDDY STORM,GLEAMING JAWBREAKER,IDAHO LOVE,IDENTITY LOVER,INTENTIONS EMPIRE,JADE BUNCH,KNOCK WARLOCK,KWAI HOMEWARD,MALTESE HOPE,OPUS ICE,OUTFIELD MASSACRE,PRIMARY GLASS,RACER EGG,REDS POCUS,ROMAN PUNK,RUSH GOODFELLAS,SCORPION APOLLO,STORY SIDE,TAXI KICK,VALLEY PACKER,ZHIVAGO CORE"
GEARY,"AFFAIR PREJUDICE,AIRPORT POLLOCK,ARMY FLINTSTONES,CLOSER BANG,DINOSAUR SECRETARY,DIVIDE MONSTER,EAGLES PANKY,GRAFFITI LOVE,HALL CASSIDY,HILLS NEIGHBORS,HOMEWARD CIDER,MALLRATS UNITED,PAYCHECK WAIT,PERFECT GROOVE,SALUTE APOLLO,TARZAN VIDEOTAPE,TRADING PINOCCHIO,UNBREAKABLE KARATE,WASH HEAVENLY,WATCH TRACY,WYOMING STORM"
GEORGE,"BALLOON HOMEWARD,BERETS AGENT,BEVERLY OUTLAW,BREAKFAST GOLDFINGER,CHEAPER CLYDE,CREEPERS KANE,CRUSADE HONEY,DALMATIONS SWEDEN,DIRTY ACE,DOGMA FAMILY,DRIFTER COMMANDMENTS,EXPECATIONS NATURAL,GIANT TROOPERS,GRAPES FURY,GRIT CLOCKWORK,HILLS NEIGHBORS,ISLAND EXORCIST,MARRIED GO,MOON BUNCH,PANTHER REDS,PARADISE SABRINA,PHILADELPHIA WIFE,PIANIST OUTFIELD,SAMURAI LION,SATURDAY LAMBS,SLEEPLESS MONSOON,STALLION SUNDANCE,STORM HAPPINESS,STORY SIDE,SUN CONFESSIONS,TIMBERLAND SKY,VOLCANO TEXAS,WESTWARD SEABISCUIT"
GIBSON,"AIRPORT POLLOCK,ALAMO VIDEOTAPE,CRANES RESERVOIR,DYNAMITE TARZAN,EARRING INSTINCT,FEUD FROGMEN,FINDING ANACONDA,FLAMINGOS CONNECTICUT,FLINTSTONES HAPPINESS,FLYING HOOK,FORREST SONS,GABLES METROPOLIS,HANGING DEEP,HAUNTED ANTITRUST,LOVE SUICIDES,LOVER TRUMAN,LUCKY FLYING,MEET CHOCOLATE,METROPOLIS COMA,MOSQUITO ARMAGEDDON,PELICAN COMFORTS,SLUMS DUCK,SOUP WISDOM,SUNRISE LEAGUE,SUPER WYOMING,VAMPIRE WHALE,WHISPERER GIANT"
GILBERT,"BEDAZZLED MARRIED,BEDAZZLED MARRIED,BINGO TALENTED,BORROWERS BEDAZZLED,CHANCE RESURRECTION,COLOR PHILADELPHIA,DETECTIVE VISION,DRAGON SQUAD,FEATHERS METAL,FREDDY STORM,HALF OUTFIELD,HANOVER GALAXY,HOLY TADPOLE,HUNCHBACK IMPOSSIBLE,IGBY MAKER,ISLAND EXORCIST,LIGHTS DEER,MINORITY KISS,MINORITY KISS,MONSOON CAUSE,NEWSIES STORY,NOON PAPI,PAYCHECK WAIT,RIDER CADDYSHACK,RIDGEMONT SUBMARINE,SLUMS DUCK,SUPER WYOMING,TEQUILA PAST,TIES HUNGER,WASH HEAVENLY,WON DARES,WORLD LEATHERNECKS,WYOMING STORM"
GILLETTE,"ALAMO VIDEOTAPE,ATLANTIS CAUSE,BEHAVIOR RUNAWAY,BULL SHAWSHANK,CHARADE DUFFEL,CHASING FIGHT,CHILL LUCK,CROOKED FROGMEN,DOUBLE WRATH,DYING MAKER,FRENCH HOLIDAY,FRONTIER CABIN,GATHERING CALENDAR,GODFATHER DIARY,HEAVEN FREEDOM,HORN WORKING,MIRACLE VIRTUAL,MOCKINGBIRD HOLLYWOOD,MUSIC BOONDOCK,PARIS WEEKEND,PRESIDENT BANG,ROSES TREASURE,SPLENDOR PATTON,TROJAN TOMORROW,UNFORGIVEN ZOOLANDER,WORST BANGER"
GILLILAND,"AMERICAN CIRCUS,AMISTAD MIDSUMMER,BASIC EASY,CHRISTMAS MOONSHINE,CONFIDENTIAL INTERVIEW,CONTACT ANONYMOUS,CURTAIN VIDEOTAPE,DAWN POND,FLAMINGOS CONNECTICUT,FLASH WARS,FREDDY STORM,GLEAMING JAWBREAKER,HOTEL HAPPINESS,JET NEIGHBORS,JET NEIGHBORS,KWAI HOMEWARD,LAMBS CINCINATTI,MODEL FISH,MOSQUITO ARMAGEDDON,PINOCCHIO SIMON,SMILE EARRING,SMOKING BARBARELLA,SOMETHING DUCK,SPEED SUIT,SPY MILE,TELEGRAPH VOYAGE,TRADING PINOCCHIO,UNITED PILOT,VISION TORQUE"
GILMAN,"BENEATH RUSH,BIKINI BORROWERS,BONNIE HOLOCAUST,BREAKING HOME,DEER VIRGINIAN,DIVORCE SHINING,DUDE BLINDNESS,ENCOUNTERS CURTAIN,EXCITEMENT EVE,GANGS PRIDE,HANGING DEEP,HYSTERICAL GRAIL,ICE CROSSING,INSECTS STONE,INSIDER ARIZONA,MEET CHOCOLATE,PAST SUICIDES,PHILADELPHIA WIFE,PICKUP DRIVING,SENSIBILITY REAR,SNATCH SLIPPER,SPY MILE,STAGECOACH ARMAGEDDON,STORM HAPPINESS,SUNDANCE INVASION,TAXI KICK,VIRGINIAN PLUTO,WARLOCK WEREWOLF"
GOMEZ,"BACKLASH UNDEFEATED,BOULEVARD MOB,CHAINSAW UPTOWN,CROW GREASE,DISCIPLE MOTHER,EARLY HOME,EGG IGBY,ELEPHANT TROJAN,ENGLISH BULWORTH,EXPENDABLE STALLION,FIDELITY DEVIL,GLEAMING JAWBREAKER,GRACELAND DYNAMITE,HUSTLER PARTY,IMPACT ALADDIN,KNOCK WARLOCK,LANGUAGE COWBOY,MADISON TRAP,PELICAN COMFORTS,RUGRATS SHAKESPEARE,SHOOTIST SUPERFLY,SNOWMAN ROLLERCOASTER,STORY SIDE,SUSPECTS QUILLS,TOMORROW HUSTLER,WASH HEAVENLY"
GONZALES,"BLOOD ARGONAUTS,CAMELOT VACATION,CITIZEN SHREK,COAST RAINBOW,DOWNHILL ENOUGH,FLIGHT LIES,FORREST SONS,FORWARD TEMPLE,FREDDY STORM,HUNGER ROOF,INCH JET,ISLAND EXORCIST,PRINCESS GIANT,PRIX UNDEFEATED,REBEL AIRPORT,RESURRECTION SILVERADO,SECRETARY ROUGE,SLEEPING SUSPECTS,SPICE SORORITY,TRACY CIDER,VIETNAM SMOOCHY"
GONZALEZ,"AGENT TRUMAN,BILL OTHERS,BLANKET BEVERLY,CAROL TEXAS,CHAMPION FLATLINERS,DETECTIVE VISION,DYING MAKER,ENDING CROWDS,FAMILY SWEET,FARGO GANDHI,HOMICIDE PEACH,JAWBREAKER BROOKLYN,JINGLE SAGEBRUSH,JUMPING WRATH,KICK SAVANNAH,KISS GLORY,LANGUAGE COWBOY,LOCK REAR,LOSE INCH,MILLION ACE,MUSIC BOONDOCK,NATIONAL STORY,RAGING AIRPLANE,ROBBERS JOON,ROCKETEER MOTHER,SANTA PARIS,SEA VIRGIN,SLACKER LIAISONS,SUNDANCE INVASION,SUNSET RACER,TOMORROW HUSTLER,VOICE PEACH,VOYAGE LEGALLY,ZOOLANDER FICTION"
GOOCH,"ALADDIN CALENDAR,BAREFOOT MANCHURIAN,COMMAND DARLING,EVERYONE CRAFT,FIRE WOLVES,FREDDY STORM,GROSSE WONDERFUL,HOLLYWOOD ANONYMOUS,INFORMER DOUBLE,JERK PAYCHECK,KARATE MOON,MUSIC BOONDOCK,NAME DETECTIVE,PEAK FOREVER,PLUTO OLEANDER,POLISH BROOKLYN,SEARCHERS WAIT,SIEGE MADRE,SLEEPING SUSPECTS,SPIKING ELEMENT,STRANGELOVE DESIRE,TITANIC BOONDOCK"
GOODEN,"ALAMO VIDEOTAPE,CAMELOT VACATION,EXTRAORDINARY CONQUERER,GOLDFINGER SENSIBILITY,HONEY TIES,HOTEL HAPPINESS,IDAHO LOVE,IGBY MAKER,LEGALLY SECRETARY,MOCKINGBIRD HOLLYWOOD,OPERATION OPERATION,PARIS WEEKEND,PINOCCHIO SIMON,PLUTO OLEANDER,RIDER CADDYSHACK,SPINAL ROCKY,TYCOON GATHERING"
GORDON,"BEACH HEARTBREAKERS,DARN FORRESTER,DAUGHTER MADIGAN,EARRING INSTINCT,FISH OPUS,GHOST GROUNDHOG,GRAFFITI LOVE,GUNFIGHTER MUSSOLINI,HOUSE DYNAMITE,ISHTAR ROCKETEER,LEBOWSKI SOLDIERS,NEWTON LABYRINTH,NOTTING SPEAKEASY,PINOCCHIO SIMON,QUILLS BULL,RIDGEMONT SUBMARINE,SHANE DARKNESS,SHOW LORD,SLEEPLESS MONSOON,SOLDIERS EVOLUTION,SWARM GOLD,ZHIVAGO CORE"
GRAF,"ALLEY EVOLUTION,ANYTHING SAVANNAH,BEVERLY OUTLAW,BLOOD ARGONAUTS,EXORCIST STING,FORRESTER COMANCHEROS,IDOLS SNATCHERS,IMAGE PRINCESS,LUCK OPUS,LUST LOCK,MADNESS ATTACKS,MEMENTO ZOOLANDER,MURDER ANTITRUST,OPPOSITE NECKLACE,OTHERS SOUP,PITTSBURGH HUNCHBACK,RANGE MOONWALKER,ROBBERS JOON,RUSH GOODFELLAS,STORY SIDE,STREAK RIDGEMONT,SUPERFLY TRIP,SWEETHEARTS SUSPECTS,TRAMP OTHERS,VIRTUAL SPOILERS"
GRAHAM,"EMPIRE MALKOVICH,ENCINO ELF,EXCITEMENT EVE,FALCON VOLUME,FELLOWSHIP AUTUMN,FICTION CHRISTMAS,GHOST GROUNDHOG,GREASE YOUTH,HEAVEN FREEDOM,HOBBIT ALIEN,INTRIGUE WORST,KISSING DOLLS,LEBOWSKI SOLDIERS,MADNESS ATTACKS,MUMMY CREATURES,RACER EGG,REDEMPTION COMFORTS,RUGRATS SHAKESPEARE,RUNAWAY TENENBAUMS,SCALAWAG DUCK,SEABISCUIT PUNK,TIMBERLAND SKY,TROUBLE DATE,WAIT CIDER"
GRANT,"AIRPLANE SIERRA,ANALYZE HOOSIERS,ANNIE IDENTITY,BARBARELLA STREETCAR,BETRAYED REAR,BOULEVARD MOB,BUGSY SONG,CIDER DESIRE,DECEIVER BETRAYED,DEEP CRUSADE,DESERT POSEIDON,DISTURBING SCARFACE,EYES DRIVING,FALCON VOLUME,GRINCH MASSAGE,HOLLYWOOD ANONYMOUS,LOUISIANA HARRY,LUST LOCK,MAGNIFICENT CHITTY,MOTIONS DETAILS,MUSIC BOONDOCK,PAYCHECK WAIT,PITY BOUND,PRINCESS GIANT,REAR TRADING,SECRETARY ROUGE,TEQUILA PAST,VAMPIRE WHALE,VELVET TERMINATOR,WILLOW TRACY"
GRAVES,"AMADEUS HOLY,CASUALTIES ENCINO,CONFESSIONS MAGUIRE,CUPBOARD SINNERS,DEER VIRGINIAN,DRIVER ANNIE,DRIVING POLISH,GOODFELLAS SALUTE,HORN WORKING,HUMAN GRAFFITI,ISLAND EXORCIST,LIFE TWISTED,LOLA AGENT,LOUISIANA HARRY,MIDSUMMER GROUNDHOG,PEAK FOREVER,PINOCCHIO SIMON,PURPLE MOVIE,RAGE GAMES,SECRET GROUNDHOG,SLEUTH ORIENT,SLEUTH ORIENT,SPICE SORORITY,STRANGELOVE DESIRE,SWEETHEARTS SUSPECTS,VALLEY PACKER,VOICE PEACH,WEDDING APOLLO"
GRAY,"BEAR GRACELAND,CAMELOT VACATION,CONEHEADS SMOOCHY,DETECTIVE VISION,EFFECT GLADIATOR,ENCINO ELF,EXCITEMENT EVE,FLYING HOOK,FURY MURDER,GOLDMINE TYCOON,GRIT CLOCKWORK,GROSSE WONDERFUL,HANKY OCTOBER,HANOVER GALAXY,INSTINCT AIRPORT,MONSTER SPARTACUS,MOULIN WAKE,NETWORK PEAK,PULP BEVERLY,RAGE GAMES,RUN PACIFIC,SAMURAI LION,SUMMER SCARFACE,WHISPERER GIANT,WIND PHANTOM"
GRECO,"CHANCE RESURRECTION,CONFIDENTIAL INTERVIEW,DISTURBING SCARFACE,DRIVING POLISH,EGG IGBY,ELIZABETH SHANE,EXCITEMENT EVE,FOREVER CANDIDATE,FORRESTER COMANCHEROS,GRINCH MASSAGE,GROUNDHOG UNCUT,HOBBIT ALIEN,IDOLS SNATCHERS,JEKYLL FROGMEN,KICK SAVANNAH,METAL ARMAGEDDON,PHILADELPHIA WIFE,POLISH BROOKLYN,PRESIDENT BANG,REAR TRADING,ROAD ROXANNE,ROXANNE REBEL,STAGECOACH ARMAGEDDON,STAR OPERATION,SWEET BROTHERHOOD,TRAFFIC HOBBIT,TROUBLE DATE,TRUMAN CRAZY,VALLEY PACKER,WILD APOLLO,WRONG BEHAVIOR"
GREEN,"ARABIA DOGMA,BEVERLY OUTLAW,CHARIOTS CONSPIRACY,CLUELESS BUCKET,DADDY PITTSBURGH,DARN FORRESTER,EGYPT TENENBAUMS,ENTRAPMENT SATISFACTION,FIDDLER LOST,FLINTSTONES HAPPINESS,GO PURPLE,HAMLET WISDOM,HUNTER ALTER,JAWS HARRY,JUGGLER HARDLY,KANE EXORCIST,METROPOLIS COMA,MOON BUNCH,MOVIE SHAKESPEARE,NECKLACE OUTBREAK,NEWTON LABYRINTH,NORTHWEST POLISH,PARIS WEEKEND,PLUTO OLEANDER,RESURRECTION SILVERADO,RUGRATS SHAKESPEARE,SEATTLE EXPECATIONS,SHAKESPEARE SADDLE,SNATCH SLIPPER,TIGHTS DAWN,UPRISING UPTOWN,WESTWARD SEABISCUIT"
GREENE,"ANTITRUST TOMATOES,BABY HALL,BANGER PINOCCHIO,BEACH HEARTBREAKERS,BROTHERHOOD BLANKET,CHARADE DUFFEL,CLYDE THEORY,CUPBOARD SINNERS,DISTURBING SCARFACE,EFFECT GLADIATOR,LEGALLY SECRETARY,POLISH BROOKLYN,POSEIDON FOREVER,SADDLE ANTITRUST,SAVANNAH TOWN,SCALAWAG DUCK,STEPMOM DREAM,STOCK GLASS,WANDA CHAMBER,WIND PHANTOM"
GREGORY,"BERETS AGENT,BLUES INSTINCT,CANDIDATE PERDITION,CAROL TEXAS,DRAGONFLY STRANGERS,DREAM PICKUP,FOOL MOCKINGBIRD,FRIDA SLIPPER,FROST HEAD,GUN BONNIE,HANKY OCTOBER,HAPPINESS UNITED,HIGHBALL POTTER,JET NEIGHBORS,LOVE SUICIDES,MIDNIGHT WESTWARD,MONSTER SPARTACUS,MOVIE SHAKESPEARE,NEMO CAMPUS,PANKY SUBMARINE,PULP BEVERLY,RULES HUMAN,SIEGE MADRE,SLEEPING SUSPECTS,SNATCH SLIPPER,STAR OPERATION,SWEDEN SHINING,TIGHTS DAWN"
GRESHAM,"ANONYMOUS HUMAN,BARBARELLA STREETCAR,BIRDS PERDITION,CASABLANCA SUPER,CHANCE RESURRECTION,DANCING FEVER,DAWN POND,DOUBLE WRATH,ENCOUNTERS CURTAIN,ENEMY ODDS,GAMES BOWFINGER,GLEAMING JAWBREAKER,GREATEST NORTH,GUNFIGHT MOON,HALF OUTFIELD,HEAD STRANGER,HOLIDAY GAMES,HYSTERICAL GRAIL,KISSING DOLLS,MURDER ANTITRUST,OLEANDER CLUE,ORANGE GRAPES,PARIS WEEKEND,PEACH INNOCENT,RIGHT CRANES,RULES HUMAN,RUNNER MADIGAN,SATURDAY LAMBS,SATURN NAME,SILVERADO GOLDFINGER,THIN SAGEBRUSH,TIGHTS DAWN,VELVET TERMINATOR"
GREY,"BED HIGHBALL,DANCING FEVER,EFFECT GLADIATOR,FACTORY DRAGON,FANTASIA PARK,GALAXY SWEETHEARTS,GENTLEMEN STAGE,GRAFFITI LOVE,GRAPES FURY,HEARTBREAKERS BRIGHT,HIGH ENCINO,JADE BUNCH,KISSING DOLLS,LOVE SUICIDES,MALLRATS UNITED,RESERVOIR ADAPTATION,ROCKETEER MOTHER,RUSHMORE MERMAID,SHAWSHANK BUBBLE,SHOOTIST SUPERFLY,SMILE EARRING,TRAMP OTHERS,UNBREAKABLE KARATE,VIRGINIAN PLUTO,VIRTUAL SPOILERS,WHISPERER GIANT,WILLOW TRACY"
GRIFFIN,"BOUND CHEAPER,CHANCE RESURRECTION,DARLING BREAKING,FISH OPUS,FLASH WARS,FLATLINERS KILLER,FREEDOM CLEOPATRA,MADNESS ATTACKS,MERMAID INSECTS,MINDS TRUMAN,MOTHER OLEANDER,NAME DETECTIVE,ODDS BOOGIE,OPEN AFRICAN,PILOT HOOSIERS,ROBBERS JOON,RUNNER MADIGAN,SEA VIRGIN,SLEEPY JAPANESE,SPOILERS HELLFIGHTERS,SPY MILE,SWEET BROTHERHOOD,THIN SAGEBRUSH,TRANSLATION SUMMER,WORDS HUNTER"
GRIGSBY,"CALIFORNIA BIRDS,CONFIDENTIAL INTERVIEW,DEEP CRUSADE,EARLY HOME,ENEMY ODDS,FATAL HAUNTED,FLAMINGOS CONNECTICUT,GIANT TROOPERS,GILMORE BOILED,GREASE YOUTH,JAWBREAKER BROOKLYN,MASSACRE USUAL,MAUDE MOD,MIDSUMMER GROUNDHOG,MUSSOLINI SPOILERS,OSCAR GOLD,PERFECT GROOVE,SALUTE APOLLO,SCORPION APOLLO,SINNERS ATLANTIS,UNBREAKABLE KARATE,VERTIGO NORTHWEST,VOLCANO TEXAS,WATCH TRACY,WRONG BEHAVIOR"
GRISSOM,"AGENT TRUMAN,ARACHNOPHOBIA ROLLERCOASTER,ATTACKS HATE,BEETHOVEN EXORCIST,DONNIE ALLEY,FAMILY SWEET,FICTION CHRISTMAS,GO PURPLE,ILLUSION AMELIE,LOATHING LEGALLY,LOCK REAR,MOCKINGBIRD HOLLYWOOD,MONEY HAROLD,MOONSHINE CABIN,PATRIOT ROMAN,PIANIST OUTFIELD,ROMAN PUNK,TOURIST PELICAN,WONDERLAND CHRISTMAS,WORST BANGER"
GRUBER,"BOUND CHEAPER,BUCKET BROTHERHOOD,BULL SHAWSHANK,DEER VIRGINIAN,DIRTY ACE,EVOLUTION ALTER,GRIT CLOCKWORK,HALLOWEEN NUTS,HONEY TIES,HUNTING MUSKETEERS,LIFE TWISTED,MALTESE HOPE,METROPOLIS COMA,ODDS BOOGIE,RIDGEMONT SUBMARINE,ROCKETEER MOTHER,SABRINA MIDNIGHT,TIMBERLAND SKY,WEDDING APOLLO,WEREWOLF LOLA,WHALE BIKINI"
GUAJARDO,"ALONE TRIP,ALTER VICTORY,BLADE POLISH,BOILED DARES,COLDBLOODED DARLING,COMA HEAD,DEER VIRGINIAN,DREAM PICKUP,GILBERT PELICAN,INNOCENT USUAL,JUMANJI BLADE,LEAGUE HELLFIGHTERS,MOTIONS DETAILS,PERSONAL LADYBUGS,PITY BOUND,POTLUCK MIXED,PURPLE MOVIE,ROCKETEER MOTHER,SWARM GOLD,SWEDEN SHINING,VANILLA DAY,WASTELAND DIVINE"
GUILLEN,"ANTITRUST TOMATOES,BED HIGHBALL,BILKO ANONYMOUS,CABIN FLASH,CANDLES GRAPES,CHICAGO NORTH,CHITTY LOCK,CLEOPATRA DEVIL,COMA HEAD,DONNIE ALLEY,ENCINO ELF,FATAL HAUNTED,FICTION CHRISTMAS,GREEK EVERYONE,GUYS FALCON,HORN WORKING,HOTEL HAPPINESS,INDIAN LOVE,METROPOLIS COMA,NOON PAPI,OUTLAW HANKY,PERSONAL LADYBUGS,PREJUDICE OLEANDER,SECRETS PARADISE,SHAWSHANK BUBBLE,STORM HAPPINESS,SUN CONFESSIONS,TENENBAUMS COMMAND,WEEKEND PERSONAL"
